Index_Name,Index_Date,Open_Index_Value,High_Index_Value,Low_Index_Value,Closing_Index_Value,Points_Change,Change(%),Volume,Turnover_(Rs._Cr.),P/E,P/B,Div_Yield
Nifty IPO,,-,-,-,2158.71,30.99,1.46,119188074,2826.52,60.45,10.33,.14
Nifty Midcap Select,,12516.85,12573.9,12433.3,12448.25,-75.95,-.61,1038868915,7259.54,53.17,6.63,.82
NIFTY LargeMidcap 250,,15827.8,15958.4,15789.8,15848.15,-20.7,-.13,2263854558,68708.41,30.4,4.4,.99
NIFTY SME EMERGE,,-,-,-,15915.7,332.24,2.13,-,-,116.51,10.94,.06
Nifty Oil & Gas,,11382.25,11480.9,11300.45,11366.9,-42.65,-.37,71354133,3240.51,12.25,1.73,3.05
Nifty Financial Services 25/50,,26405.7,26511.3,26127.55,26160.95,-386.25,-1.45,99743211,12286.5,17.26,3.05,.92
Nifty Healthcare Index,,14289.9,14311,14112.75,14208.5,-158.3,-1.1,30117758,4152.92,42.37,5.98,.53
Nifty500 Multicap 50:25:25,,15866.65,16007.7,15838.9,15912.7,15.8,.1,2785443346,86789.95,28.53,4.14,1.02
Nifty Microcap 250,,23999.1,24446.8,23962.25,24332.8,465.3,1.95,228094932,5378.51,34.19,3.55,.52
Nifty Total Market,,12806,12904.55,12780.75,12822.7,-15.45,-.12,3013538278,92168.47,26.44,3.94,1.09
Nifty India Digital,,9151.25,9219.8,9120.65,9139.6,-36.1,-.39,1013085487,8253.29,456.39,17.4,1.05
Nifty Mobility,,-,-,-,20383.53,24.69,.12,178632525,12406.51,27.17,5.13,.97
Nifty India Defence,,-,-,-,6348.36,127.12,2.04,50893256,3858.41,50.57,12.49,.55
Nifty Financial Services Ex-Bank,,-,-,-,26087.03,-253.24,-.96,215316329,9222.89,22.94,3.3,.81
Nifty Housing,,-,-,-,11453.67,-53.19,-.46,478036797,19515.2,26.47,3.25,.89
Nifty Transportation & Logistics,,-,-,-,22829.44,3.2,.01,131188604,10229.82,29.39,5.84,.71
Nifty MidSmall Financial Services,,-,-,-,15628.93,61.91,.4,331390301,8952.75,23.67,2.84,.63
Nifty MidSmall Healthcare,,41778.1,42179.05,41712.5,42020.45,126.25,.3,25142188,2020.82,53.15,6.12,.83
Nifty MidSmall IT & Telecom,,-,-,-,10511.46,4.34,.04,946978359,2648.72,395.42,37.33,.88
Nifty MidSmall India Consumption,,-,-,-,19294.7,-14.6,-.08,48779959,5539.55,63.49,9.34,.5
Nifty REITs & InvITs,,-,-,-,1166.85,-3.78,-.32,2906810,50.47,30.62,1.86,8.14
Nifty Core Housing,,-,-,-,16482.97,-62.21,-.38,33726330,5526.25,38.57,4.19,.65
Nifty500 Multicap Infrastructure 50:30:20,,13790,13947.9,13726.4,13845.15,37.55,.27,1239854040,12832.49,30.55,3.95,1.16
Nifty Rural,,-,-,-,14805.34,-18.06,-.12,1230717428,23372.25,29.29,4.46,1.09
Nifty Capital Markets,,-,-,-,3652.26,2.13,.06,25205368,4468.42,45.25,13.79,.91
Nifty India New Age Consumption,,-,-,-,11340.87,-25.5,-.22,1080067094,18353.62,58.49,8.82,.51
Nifty Consumer Durables,,39978.95,40023.05,39487.6,39592.95,-469.55,-1.17,17521616,3864.46,80.55,12.55,.37
Nifty Non-Cyclical Consumer,,-,-,-,16292.75,-7.84,-.05,121812387,10028.23,65.12,12.67,.89
Nifty500 Multicap India Manufacturing 50:30:20,,14852.75,14980.6,14790,14852.05,-36.9,-.25,206450373,19484.68,33.83,3.99,.81
Nifty EV & New Age Automotive,,-,-,-,3129.79,10.91,.35,78174663,10123.82,33.79,5.59,.71
Nifty500 LargeMidSmall Equal-Cap Weighted,,-,-,-,17604.1,52.99,.3,2785443346,86789.95,30.86,4.32,.95
Nifty India Tourism,,-,-,-,8097.54,97.03,1.21,71243203,1301.25,68.04,17.54,.2
Nifty Midcap150 Momentum 50,,63020.3,63712.3,62653.05,63049.8,-38.7,-.06,204231599,10996.35,35.12,5.16,.87
NIFTY100 Alpha 30,,-,-,-,19153.99,-44.27,-.23,332469115,14319.44,24.06,5.21,1.56
NIFTY500 Value 50,,-,-,-,14350.9,-9.45,-.07,428428224,10965.21,12.34,1.62,3.27
Nifty100 Low Volatility 30,,19762.3,19889.1,19686.25,19792.0,-40.6,-.2,109267606,19477.42,33.11,6.11,1.07
NIFTY Alpha Low-Volatility 30,,28489.4,28731.55,28364.7,28519.1,-38.8,-.14,121383384,16284.25,27.43,4.49,.97
NIFTY Quality Low-Volatility 30,,-,-,-,17690.35,38.24,.22,92906324,14365.22,33.71,8.22,1.4
NIFTY Alpha Quality Low-Volatility 30,,-,-,-,23518.78,67.71,.29,107914186,12401.68,30.91,8.12,1.47
NIFTY Alpha Quality Value Low-Volatility 30,,-,-,-,21185.02,-29.34,-.14,153586600,13943.71,21.53,5.06,1.97
NIFTY200 Quality 30,,21623.85,21779.8,21570.65,21638.95,64.2,.3,100281369,9789.39,34.9,10.69,1.78
NIFTY Midcap150 Quality 50,,24623.35,24854.5,24554.05,24694.45,54.1,.22,33962483,5232.86,39.19,9.45,1.15
Nifty200 Momentum 30,,34843.6,35025.2,34643.6,34691.85,-179.15,-.51,221282798,13649.2,22.28,4.63,1.47
Nifty India Manufacturing,,14188.65,14337.15,14133.35,14209.2,-32.3,-.23,289662652,23346.59,31.97,4.54,1.15
Nifty100 ESG Sector Leaders,,4054.65,4073.7,4042.1,4047.75,-20.6,-.51,312119044,33423.75,26.47,4.05,1.03
Nifty200 Alpha 30,,26565.3,26645.4,26330.8,26367.2,-240.55,-.9,179172289,13717.55,25.12,5.35,1.34
Nifty Smallcap250 Quality 50,,-,-,-,29216.58,469.86,1.63,76579185,3631.48,27.85,5.04,1.15
Nifty Smallcap250 Momentum Quality 100,,-,-,-,50422.46,563.11,1.13,235341858,9365.05,28.35,4.58,.99
Nifty MidSmallcap400 Momentum Quality 100,,-,-,-,51247.42,146.54,.29,225818877,12497.43,32.74,5.98,.97
Nifty500 Momentum 50,,-,-,-,59308.01,-46.58,-.08,425845740,17033.82,28.88,5.12,.79
Nifty200 Value 30,,-,-,-,13143.07,-98.28,-.74,303655144,9082.42,12.39,1.67,3.29
Nifty Top 10 Equal Weight,,-,-,-,9390.16,-53.82,-.57,78126133,11865.79,22.8,3.89,1.12
Nifty500 Multicap Momentum Quality 50,,-,-,-,45621.58,26.36,.06,157310663,10408.36,22.25,5.39,1.49
Nifty Top 15 Equal Weight,,-,-,-,9693.34,-48.8,-.5,103221327,17326.05,22.27,3.85,1.13
Nifty Top 20 Equal Weight,,-,-,-,8972.75,-45.17,-.5,121494798,19629.84,23.44,4.38,1.15
Nifty 8-13 yr G-Sec,,2725.13,2729.19,2725.13,2729.19,4.05,.15,-,-,-,-,-
Nifty 4-8 yr G-Sec Index,,2946.89,2948.75,2946.89,2948.75,1.85,.06,-,-,-,-,-
Nifty 11-15 yr G-Sec Index,,3023.86,3029.4,3023.86,3029.4,5.54,.18,-,-,-,-,-
Nifty 15 yr and above G-Sec Index,,3354.44,3361.43,3354.44,3361.43,6.98,.21,-,-,-,-,-
Nifty Composite G-sec Index,,2823.8,2827.81,2823.8,2827.81,4.0,.14,-,-,-,-,-
Nifty 10 yr Benchmark G-Sec,,2408.86,2412.24,2408.86,2412.24,3.38,.14,-,-,-,-,-
Nifty 10 yr Benchmark G-Sec (Clean Price),,886.5,887.75,886.5,887.75,1.25,.14,-,-,-,-,-
Nifty 1D Rate Index,,-,-,-,2347.06,0.4,.02,-,-,-,-,-
Nifty50 USD,,-,-,-,10030.31,-53.26,-.53,-,-,-,-,-
Nifty 50,,24349.85,24372.45,24172.6,24205.35,-135.5,-.56,287007588,33403.89,22.58,3.63,1.27
Nifty Next 50,,70327.65,70461.25,69651.8,69911.75,-356.6,-.51,391325583,12762.48,23.2,3.75,1.52
Nifty 100,,25207.8,25235.9,25020.05,25059.5,-135.55,-.54,678333171,46166.37,23.14,3.66,1.27
Nifty 200,,13694.9,13708.8,13586.75,13618.2,-70.5,-.52,1883798520,63789.4,25.03,3.84,1.18
Nifty 500,,22758.6,22779.5,22621.1,22689.35,-60.45,-.27,2436293245,84164.71,26.07,3.95,1.13
Nifty Midcap 50,,15658.65,15675.9,15462.3,15539.6,-107.9,-.69,1025144648,10498.57,48.4,5.56,.73
NIFTY Midcap 100,,56349.1,56400.55,55746.2,56112.85,-226.4,-.4,1205465349,17623.03,42.24,5.13,.76
NIFTY Smallcap 100,,18390.45,18630,18316.95,18602.6,211.7,1.15,296178488,11433.58,35.13,4.19,.97
Nifty50 Dividend Points,,-,-,-,220.94,0.0,-,-,-,-,-,-
Nifty Auto,,23606.65,23625.3,23401.85,23514.7,-79.3,-.34,48548428,5326.47,23.11,4.82,.93
Nifty Bank,,51649.45,52005.6,51318.1,51475.35,-332.15,-.64,319910762,10626.73,14.14,2.31,.96
Nifty Energy,,39381.75,39506.6,39052,39301.95,5.8,.01,118963036,5050.64,15.56,2.22,2.46
Nifty Financial Services,,23966.85,24058.05,23804.8,23886.55,-150.85,-.63,89087572,11193.92,16.7,2.89,.9
Nifty FMCG,,59773.6,59882.35,58983.75,59203.0,-545.9,-.91,28503697,2624.59,46.99,11.52,1.79
Nifty IT,,41501.95,41501.95,40191.95,40407.55,-1261.05,-3.03,29350168,6023.09,31.99,8.32,2.1
Nifty Media,,1985.65,2024.85,1980.3,2019.0,36.15,1.82,22263104,421.98,-,2.36,.39
Nifty Metal,,9338.95,9365.6,9279.45,9326.85,-15.6,-.17,88685214,2707.39,32.08,2.67,2.26
Nifty MNC,,29380.1,29423.35,29124.1,29235.15,-134.05,-.46,26210245,4486.57,43.82,9.32,1.87
Nifty Pharma,,22639.8,22781.1,22550.5,22735.55,360.6,1.61,45931880,5625.97,37.34,5.52,.59
Nifty PSU Bank,,6720.95,6794.95,6676.55,6725.35,-16.2,-.24,187004709,2827.83,7.8,1.3,2.21
Nifty Realty,,1001,1007.2,990.9,999.55,-1.5,-.15,8110874,1099.52,47.56,5.69,.38
Nifty India Consumption,,11568.55,11580.1,11458.55,11480.8,-78.7,-.68,113766612,11284.99,47.06,9,.94
Nifty Commodities,,8892.7,8926.3,8834.45,8887.85,5.35,.06,212918017,8324.11,21.02,2.37,2.18
Nifty Dividend Opportunities 50,,6502.05,6505.85,6411.6,6434.05,-73.65,-1.13,394053337,17578.33,18.54,3.44,2.71
Nifty Infrastructure,,8829.3,8867.7,8800.55,8823.4,34.85,.4,184714274,11993.57,24.93,3.09,1.24
Nifty PSE,,10204.8,10231.3,10114.5,10175.25,-12.7,-.12,255278722,6706.8,13.05,2.26,3.29
Nifty Services Sector,,31810.15,31861.7,31509.75,31547.0,-342.0,-1.07,215358207,19607.66,21.76,3.66,1.2
Nifty50 Shariah,,-,-,-,5160.86,-53.76,-1.03,76413400,10098.99,27.4,6.08,1.93
Nifty500 Shariah,,-,-,-,7592.28,-23.9,-.31,366777194,27122.58,33.9,6,1.34
Nifty Low Volatility 50,,-,-,-,24347.06,-124.16,-.51,162429652,26903.45,35.1,5.66,1.01
Nifty Alpha 50,,56069.95,56246.95,55701.7,56150.2,135.1,.24,283582822,13253.21,39.48,6.23,.71
Nifty High Beta 50,,-,-,-,3737.52,-10.55,-.28,1228602648,14067.51,20.94,2.22,1.38
Nifty100 Equal Weight,,32570.55,32647.8,32321.1,32400.05,-124.4,-.38,678333171,46166.37,23.84,3.74,1.29
Nifty100 Liquid 15,,6531.1,6534.85,6477.8,6490.1,-41.85,-.64,98229562,8909.43,19.61,3.01,1.12
Nifty CPSE,,6597.8,6629.1,6530.35,6599.15,24.95,.38,101817918,2664.52,13.34,2.48,3.14
Nifty50 Value 20,,13771.65,13782.35,13608.25,13625.25,-170.85,-1.24,156758783,13030.95,19.96,3.6,2.15
Nifty Midcap Liquid 15,,13833.35,13861.45,13596.4,13691.45,-125.8,-.91,160772496,4388.94,35.7,4.31,.53
Nifty Shariah 25,,-,-,-,8651.13,-77.56,-.89,81462035,11058.01,28.36,5.85,1.81
India VIX,,15.51,16.24,14.6525,15.55,0.04,.26,-,-,-,-,-
Nifty Growth Sectors 15,,11838.4,11842.25,11661.75,11678.5,-143.45,-1.21,78827986,11677.94,28.47,7.19,1.76
Nifty50 TR 1x Inverse,,169.05,170.3,169,170.1,0.95,.56,-,-,-,-,-
Nifty50 TR 2x Leverage,,20256.4,20269.95,19963.5,20016.05,-221.0,-1.09,-,-,-,-,-
Nifty50 PR 1x Inverse,,203.95,205.45,203.9,205.15,1.15,.56,-,-,-,-,-
Nifty50 PR 2x Leverage,,13890.3,13899.6,13689.35,13725.4,-157.05,-1.13,-,-,-,-,-
NIFTY100 Quality 30,,5803.4,5812.7,5724.95,5729.8,-76.45,-1.32,93812312,13513.83,32.49,8.61,1.76
NIFTY100 ESG,,4829.95,4839.1,4782,4787.65,-41.8,-.87,597339935,43517.33,24.14,4.21,1.26
NIFTY100 Enhanced ESG,,-,-,-,4823.75,-42.13,-.87,596937049,43427.06,24.13,4.21,1.26
NIFTY50 Equal Weight,,30853.7,30881.2,30607.75,30656.65,-127.65,-.41,287007588,33403.89,23.95,3.82,1.37
Nifty500 Equal Weight,,-,-,-,14356.89,101.24,.71,2436293245,84164.71,31.73,4.28,.92
Nifty 50 Futures Index,,-,-,-,6697.05,-36.45,-.54,-,-,-,-,-
Nifty 50 Arbitrage,,-,-,-,2389.32,2.37,.1,-,-,-,-,-
Nifty 50 Futures TR Index,,-,-,-,26105.75,-136.97,-.52,-,-,-,-,-
Nifty India Corporate Group Index - Mahindra Group,,-,-,-,31698.55,-294.94,-.92,10617544,1721.46,30.76,4.38,1.62
Nifty India Corporate Group Index - Aditya Birla Group,,-,-,-,7945.39,-19.39,-.24,679833460,2060.08,631.39,3.62,.52
Nifty India Corporate Group Index - Tata Group,,-,-,-,18428.97,-304.38,-1.62,89634277,6572.26,35.64,8.06,1.23
Nifty India Corporate Group Index - Tata Group 25% Cap,,16815.3,16839.85,16568.8,16589.85,-230.0,-1.37,80359145,5864.2,36.81,6.41,1.01
Nifty Private Bank,,25314.35,25515.2,25162.95,25220.45,-172.6,-.68,228746853,8847.04,15.1,2.34,.59
Nifty Smallcap 250,,17483.65,17777,17438.55,17751.2,267.8,1.53,527542456,17740.81,32.37,4.25,.86
Nifty Smallcap 50,,8876.25,8999.6,8847.1,8986.0,109.65,1.24,198586116,7342.1,32.16,3.82,.8
Nifty MidSmallcap 400,,19734.75,19848,19671.1,19818.1,85.05,.43,1757960074,37998.34,38.39,4.93,.78
Nifty Midcap 150,,20919.35,20942.55,20750.35,20876.7,-40.0,-.19,1230417618,20257.54,42.98,5.44,.74
Nifty IPO,,-,-,-,2159.96,1.25,.06,86190327,2261.17,59.38,10.34,.15
Nifty Midcap Select,,12469.15,12489.05,12240.7,12343.15,-105.1,-.84,823302315,6897.68,52.41,6.57,.82
NIFTY LargeMidcap 250,,15853.15,15866.1,15732.6,15790.55,-57.6,-.36,1908750789,66423.91,30.16,4.38,1
NIFTY SME EMERGE,,-,-,-,16291.81,376.11,2.36,-,-,119.79,11.24,.06
Nifty Oil & Gas,,11361.5,11409.5,11288.2,11347.1,-19.8,-.17,86901399,3334.95,13.16,1.72,3.05
Nifty Financial Services 25/50,,26107.15,26182.05,25854.65,25963.85,-197.1,-.75,89087572,11193.92,16.92,3.03,.93
Nifty Healthcare Index,,14365.95,14458.35,14306.35,14428.3,219.8,1.55,48080734,5904.88,42.43,6.08,.52
Nifty500 Multicap 50:25:25,,15917.3,15939.7,15853.95,15922.95,10.25,.06,2436293245,84164.71,28.44,4.14,1.03
Nifty Microcap 250,,24390.8,24914.75,24327,24854.6,521.8,2.14,190952181,5350.23,35.15,3.63,.52
Nifty Total Market,,12828.6,12839.95,12758.75,12800.1,-22.6,-.18,2627245426,89514.94,26.33,3.94,1.1
Nifty India Digital,,9121.05,9130.7,8947.45,8967.2,-172.4,-1.89,742295546,10615.31,417.2,17.07,1.13
Nifty Mobility,,-,-,-,20258.18,-125.36,-.61,167061106,9675.89,27.67,5.1,.97
Nifty India Defence,,-,-,-,6347.4,-0.96,-.02,25058856,1967.83,50.65,12.49,.55
Nifty Financial Services Ex-Bank,,-,-,-,25961.23,-125.81,-.48,162076172,7153.72,22.67,3.28,.82
Nifty Housing,,-,-,-,11491.55,37.88,.33,549036688,21482.73,26.6,3.26,.93
Nifty Transportation & Logistics,,-,-,-,22704.86,-124.58,-.55,110334769,7563.45,29.23,5.81,.71
Nifty MidSmall Financial Services,,-,-,-,15614.83,-14.1,-.09,339536272,7348.64,23.34,2.84,.63
Nifty MidSmall Healthcare,,41962.25,42816.7,41952.2,42759.6,739.15,1.76,76690170,4185.9,53.96,6.22,.82
Nifty MidSmall IT & Telecom,,-,-,-,10382.13,-129.33,-1.23,686553369,3611.85,390.89,36.87,.9
Nifty MidSmall India Consumption,,-,-,-,19299.21,4.51,.02,33201310,3968.71,63.51,9.34,.5
Nifty REITs & InvITs,,-,-,-,1171.73,4.88,.42,2776269,49.36,30.99,1.89,8.17
Nifty Core Housing,,-,-,-,16402.59,-80.38,-.49,27642862,4878.68,38.45,4.17,.65
Nifty500 Multicap Infrastructure 50:30:20,,13890.5,13971.45,13861.7,13953.75,108.6,.78,973877323,16067.66,31.26,3.98,1.18
Nifty Rural,,-,-,-,14740.42,-64.91,-.44,960534569,19609.78,28.88,4.44,1.13
Nifty Capital Markets,,-,-,-,3714.83,62.57,1.71,23008706,3448.91,44.53,14.02,.89
Nifty India New Age Consumption,,-,-,-,11289.32,-51.55,-.45,794591148,15301.83,57.6,8.78,.51
Nifty Consumer Durables,,39558.15,39623.6,39041.7,39218.0,-374.95,-.95,14429289,2790.3,79.78,12.43,.38
Nifty Non-Cyclical Consumer,,-,-,-,16094.12,-198.64,-1.22,92327938,8275.92,63.39,12.52,.91
Nifty500 Multicap India Manufacturing 50:30:20,,14889.2,14934.4,14822.9,14915.8,63.75,.43,235783887,18934.56,33.89,4.01,.81
Nifty EV & New Age Automotive,,-,-,-,3118.73,-11.06,-.35,122771968,8255.03,33.67,5.57,.71
Nifty500 LargeMidSmall Equal-Cap Weighted,,-,-,-,17651.08,46.98,.27,2436293245,84164.71,30.79,4.33,.95
Nifty India Tourism,,-,-,-,8053.7,-43.85,-.54,53402050,1322.39,67.99,17.44,.2
Nifty Midcap150 Momentum 50,,63109.25,63308.75,62603.4,63043.1,-6.7,-.01,161684871,8836.07,34.85,5.16,.87
NIFTY100 Alpha 30,,-,-,-,19030.02,-123.97,-.65,260637406,11948.46,24.53,5.18,1.58
NIFTY500 Value 50,,-,-,-,14363.78,12.87,.09,450975703,10690.34,12.64,1.62,3.3
Nifty100 Low Volatility 30,,19846.25,19887.2,19685.3,19705.8,-86.2,-.44,125689392,22742.43,32.7,6.08,1.07
NIFTY Alpha Low-Volatility 30,,28576.45,28650.5,28423.65,28483.85,-35.25,-.12,131953330,17447.14,27.15,4.48,.99
NIFTY Quality Low-Volatility 30,,-,-,-,17519.91,-170.44,-.96,91098584,15029.62,33.38,8.14,1.41
NIFTY Alpha Quality Low-Volatility 30,,-,-,-,23331.34,-187.44,-.8,73448633,10364.31,30.6,8.05,1.48
NIFTY Alpha Quality Value Low-Volatility 30,,-,-,-,20949.11,-235.91,-1.11,133666196,13570.77,21.23,5,2.02
NIFTY200 Quality 30,,21631.85,21665.35,21275,21303.7,-335.25,-1.55,76445400,10590.38,34.41,10.52,1.84
NIFTY Midcap150 Quality 50,,24712.25,24733.4,24436.45,24618.35,-76.1,-.31,37315728,5479.46,39.1,9.42,1.15
Nifty200 Momentum 30,,34755.65,34822.4,34382.95,34516.1,-175.75,-.51,263580871,13453.48,21.82,4.6,1.51
Nifty India Manufacturing,,14251.1,14272.05,14160.95,14210.05,0.85,.01,260697373,20254.92,32.93,4.54,1.15
Nifty100 ESG Sector Leaders,,4050.7,4058.2,4018.35,4021.75,-26.0,-.64,326107780,36080.23,26.33,4.02,1.06
Nifty200 Alpha 30,,26410.65,26466.6,26084.9,26208.05,-159.15,-.6,148237723,11471.71,25.68,5.31,1.36
Nifty Smallcap250 Quality 50,,-,-,-,29637.5,420.92,1.44,82910607,3949.46,28.16,5.12,1.14
Nifty Smallcap250 Momentum Quality 100,,-,-,-,51122.9,700.44,1.39,201146888,8271.71,28.58,4.65,.98
Nifty MidSmallcap400 Momentum Quality 100,,-,-,-,51377.65,130.24,.25,191001479,11755.89,32.66,6,.97
Nifty500 Momentum 50,,-,-,-,59197.4,-110.61,-.19,386814125,14219.97,28.62,5.11,.79
Nifty200 Value 30,,-,-,-,13111.49,-31.58,-.24,338536689,9115.12,12.7,1.66,3.33
Nifty Top 10 Equal Weight,,-,-,-,9345.83,-44.32,-.47,87409130,14519.94,22.43,3.87,1.13
Nifty500 Multicap Momentum Quality 50,,-,-,-,45591.79,-29.79,-.07,124720119,9213.41,22.15,5.38,1.49
Nifty Top 15 Equal Weight,,-,-,-,9644.64,-48.7,-.5,108114498,18574.26,21.98,3.83,1.14
Nifty Top 20 Equal Weight,,-,-,-,8901.29,-71.46,-.8,128409408,21376.11,23.07,4.34,1.16
Nifty 8-13 yr G-Sec,,2729.71,2729.71,2727.31,2727.31,-1.88,-.07,-,-,-,-,-
Nifty 4-8 yr G-Sec Index,,2949.31,2949.31,2946.66,2946.66,-2.09,-.07,-,-,-,-,-
Nifty 11-15 yr G-Sec Index,,3029.98,3029.98,3027.21,3027.79,-1.61,-.05,-,-,-,-,-
Nifty 15 yr and above G-Sec Index,,3362.07,3362.07,3356.32,3356.32,-5.11,-.15,-,-,-,-,-
Nifty Composite G-sec Index,,2828.35,2828.35,2825.14,2825.14,-2.67,-.09,-,-,-,-,-
Nifty 10 yr Benchmark G-Sec,,2412.69,2412.69,2410.73,2410.74,-1.5,-.06,-,-,-,-,-
Nifty 10 yr Benchmark G-Sec (Clean Price),,887.75,887.75,887.02,887.03,-0.72,-.08,-,-,-,-,-
Nifty 1D Rate Index,,-,-,-,2347.47,0.41,.02,-,-,-,-,-
Nifty50 USD,,-,-,-,9974.46,-55.85,-.56,-,-,-,-,-
Nifty 50,,23822.45,23873.6,23509.6,23559.05,-324.4,-1.36,304569316,27765.81,21.68,3.53,1.33
Nifty Next 50,,68270.4,68528.45,66896.45,67101.45,-1347.45,-1.97,386846870,13725.57,21.48,3.6,1.47
Nifty 100,,24650.65,24716.85,24293.9,24347.0,-368.55,-1.49,691416186,41491.39,22.12,3.56,1.3
Nifty 200,,13390.65,13424.85,13171.95,13201.95,-225.85,-1.68,1752020234,59268.93,23.88,3.73,1.22
Nifty 500,,22263,22309.8,21867.7,21914.95,-416.1,-1.86,2325673237,80157.71,24.83,3.81,1.17
Nifty Midcap 50,,15276.75,15314.65,14913.75,14966.5,-374.9,-2.44,884798221,9436.43,46.18,5.35,.74
NIFTY Midcap 100,,55065.45,55172.45,53635.85,53800.85,-1456.65,-2.64,1060604048,17777.55,39.98,4.92,.79
NIFTY Smallcap 100,,17903.35,17941.15,17431.5,17458.9,-532.7,-2.96,308921499,12608.79,33,3.93,1.02
Nifty50 Dividend Points,,-,-,-,228.06,0.0,-,-,-,-,-,-
Nifty Auto,,23207.7,23220,22691.5,22765.2,-503.9,-2.17,85543809,6456.43,22.2,4.67,.96
Nifty Bank,,51030.95,51353.5,49904.4,50088.35,-1069.45,-2.09,207050329,9648.29,13.64,2.25,.99
Nifty Energy,,37678.45,37909.05,37049.55,37114.65,-591.0,-1.57,118980844,5517.54,15.03,2.09,2.67
Nifty Financial Services,,23516.2,23632.35,23053.55,23138.4,-425.25,-1.8,91525788,10874.82,16.05,2.8,.93
Nifty FMCG,,56730.95,56855.7,56489.1,56647.85,-254.7,-.45,31748367,2777.16,45.11,11.02,1.88
Nifty IT,,42484.45,42659.7,42201.4,42369.5,-240.05,-.56,14998462,2889.76,33.54,8.72,1.92
Nifty Media,,1913.9,1928.65,1873.95,1881.95,-41.55,-2.16,26781414,320.17,-,2.2,.62
Nifty Metal,,9039.25,9061.45,8802.2,8836.75,-241.75,-2.66,138289275,3484.03,21.32,2.53,2.39
Nifty MNC,,28371.05,28412.95,27949.85,28011.05,-442.55,-1.56,27889809,3965.32,37.21,8.93,1.94
Nifty Pharma,,22089.3,22120.65,21757.2,21809.3,-342.3,-1.55,20036900,2628.82,35.39,5.29,.63
Nifty PSU Bank,,6692.15,6742.55,6516.55,6538.15,-207.8,-3.08,141922177,2529.67,7.4,1.27,2.27
Nifty Realty,,962.35,965.85,929.75,937.25,-30.7,-3.17,9430212,1181.88,47.71,5.33,.41
Nifty India Consumption,,11171,11194.6,11046.3,11072.5,-141.25,-1.26,140306051,12187.37,45.16,8.68,.98
Nifty Commodities,,8561,8602.9,8395.9,8413.8,-165.95,-1.93,265467703,9889.13,18.7,2.24,2.34
Nifty Dividend Opportunities 50,,6409.35,6423.1,6326.35,6337.75,-88.5,-1.38,445954874,17162.52,17.61,3.38,2.78
Nifty Infrastructure,,8542.45,8575.55,8414.2,8430.85,-123.75,-1.45,201756162,10302.71,24.04,2.96,1.2
Nifty PSE,,9963.45,9998.1,9773.75,9795.45,-171.45,-1.72,232502261,6719.14,12.72,2.17,3.49
Nifty Services Sector,,31509,31625.35,31052.75,31127.5,-449.75,-1.42,227910470,17438.62,21.32,3.61,1.19
Nifty50 Shariah,,-,-,-,5037.19,-49.89,-.98,48021846,5523.39,27.41,5.92,2.12
Nifty500 Shariah,,-,-,-,7311.16,-134.68,-1.81,536823383,22936.12,32.98,5.78,1.41
Nifty Low Volatility 50,,-,-,-,23569.97,-249.97,-1.05,136314899,20691.05,34.14,5.48,1.01
Nifty Alpha 50,,54175.55,54324.45,52500.35,52646.25,-1750.4,-3.22,450748771,15656.09,36.06,5.84,.76
Nifty High Beta 50,,-,-,-,3530.57,-105.63,-2.9,946287707,13260.86,19.02,2.1,1.48
Nifty100 Equal Weight,,31674.25,31786.35,31129.65,31199.85,-567.05,-1.79,691416186,41491.39,22.53,3.6,1.32
Nifty100 Liquid 15,,6319.4,6339.35,6217,6231.5,-97.95,-1.55,140376639,9820.71,17.88,2.89,1.31
Nifty CPSE,,6427.7,6449.35,6310.45,6322.6,-106.0,-1.65,121175284,3042.33,13.18,2.37,3.74
Nifty50 Value 20,,13614,13649.4,13483.45,13502.65,-146.6,-1.07,184180891,10950.05,19.24,3.56,2.21
Nifty Midcap Liquid 15,,13685.25,13696.75,13327.3,13384.2,-342.15,-2.49,86699986,3390.8,34.15,4.21,.54
Nifty Shariah 25,,-,-,-,8422.95,-100.2,-1.18,54521277,5846.24,28.27,5.69,1.99
India VIX,,14.59,15.865,13.9325,15.44,0.85,5.79,-,-,-,-,-
Nifty Growth Sectors 15,,11788.85,11805.65,11715.25,11750.75,-87.6,-.74,58943563,6773.74,28.53,7.24,1.77
Nifty50 TR 1x Inverse,,173.05,175.3,172.65,174.95,2.4,1.39,-,-,-,-,-
Nifty50 TR 2x Leverage,,19342.35,19424.95,18833.4,18913.5,-531.55,-2.73,-,-,-,-,-
Nifty50 PR 1x Inverse,,208.8,211.55,208.35,211.1,2.85,1.37,-,-,-,-,-
Nifty50 PR 2x Leverage,,13255.75,13312.35,12906.95,12961.85,-364.3,-2.73,-,-,-,-,-
NIFTY100 Quality 30,,5609.2,5619.85,5554.6,5566.05,-58.15,-1.03,92465352,12580.55,31.64,8.35,1.93
Nifty Top 20 Equal Weight,,-,-,-,8713.15,-95.06,-1.08,121090168,17322.41,22.46,4.25,1.2
NIFTY100 ESG,,4722.25,4737.7,4662.65,4672.6,-63.05,-1.33,590089545,37639.92,23.37,4.11,1.26
NIFTY100 Enhanced ESG,,-,-,-,4707.81,-63.43,-1.33,589671734,37547.51,23.35,4.11,1.26
NIFTY50 Equal Weight,,29938.35,29996.85,29532.45,29592.95,-442.35,-1.47,304569316,27765.81,22.61,3.69,1.46
